,memberStateCode,memberStateName,beginDate,endDate,month,monthName,price,unit,year,product
3079,PL,23,01/02/2014,28/02/2014,2,Feb,35.60,100,2014,Raw milk
3080,PT,24,01/02/2014,28/02/2014,2,Feb,36.50,100,2014,Raw milk
3081,RO,25,01/02/2014,28/02/2014,2,Feb,32.34,100,2014,Raw milk
3082,SK,26,01/02/2014,28/02/2014,2,Feb,35.95,100,2014,Raw milk
3083,SI,27,01/02/2014,28/02/2014,2,Feb,37.29,100,2014,Raw milk
3084,ES,28,01/02/2014,28/02/2014,2,Feb,37.86,100,2014,Raw milk
3085,SE,29,01/02/2014,28/02/2014,2,Feb,42.47,100,2014,Raw milk
3086,UK,30,01/02/2014,28/02/2014,2,Feb,39.96,100,2014,Raw milk
3087,AT,1,01/01/2014,31/01/2014,1,Jan,42.60,100,2014,Raw milk
3088,BE,2,01/01/2014,31/01/2014,1,Jan,40.54,100,2014,Raw milk
3089,BG,3,01/01/2014,31/01/2014,1,Jan,36.93,100,2014,Raw milk
3090,HR,4,01/01/2014,31/01/2014,1,Jan,37.21,100,2014,Raw milk
3091,CY,5,01/01/2014,31/01/2014,1,Jan,57.78,100,2014,Raw milk
3092,CZ,6,01/01/2014,31/01/2014,1,Jan,34.24,100,2014,Raw milk
3093,DK,7,01/01/2014,31/01/2014,1,Jan,43.00,100,2014,Raw milk
3094,EE,8,01/01/2014,31/01/2014,1,Jan,39.52,100,2014,Raw milk
3095,EU-UK,9,01/01/2014,31/01/2014,1,Jan,40.11,100,2014,Raw milk
3096,EU+UK,10,01/01/2014,31/01/2014,1,Jan,40.06,100,2014,Raw milk
3097,FI,11,01/01/2014,31/01/2014,1,Jan,45.57,100,2014,Raw milk
3098,FR,12,01/01/2014,31/01/2014,1,Jan,39.13,100,2014,Raw milk
3099,DE,13,01/01/2014,31/01/2014,1,Jan,41.26,100,2014,Raw milk
3100,EL,14,01/01/2014,31/01/2014,1,Jan,45.24,100,2014,Raw milk
3101,HU,15,01/01/2014,31/01/2014,1,Jan,35.73,100,2014,Raw milk
3102,IE,16,01/01/2014,31/01/2014,1,Jan,42.34,100,2014,Raw milk
3103,IT,17,01/01/2014,31/01/2014,1,Jan,40.35,100,2014,Raw milk
3104,LV,18,01/01/2014,31/01/2014,1,Jan,34.20,100,2014,Raw milk
3105,LT,19,01/01/2014,31/01/2014,1,Jan,36.45,100,2014,Raw milk
3106,LU,20,01/01/2014,31/01/2014,1,Jan,40.99,100,2014,Raw milk
3107,MT,21,01/01/2014,31/01/2014,1,Jan,46.58,100,2014,Raw milk
3108,NL,22,01/01/2014,31/01/2014,1,Jan,43.00,100,2014,Raw milk
3109,PL,23,01/01/2014,31/01/2014,1,Jan,35.80,100,2014,Raw milk
3110,PT,24,01/01/2014,31/01/2014,1,Jan,36.50,100,2014,Raw milk
3111,SK,26,01/01/2014,31/01/2014,1,Jan,35.80,100,2014,Raw milk
3112,SI,27,01/01/2014,31/01/2014,1,Jan,37.22,100,2014,Raw milk
3113,ES,28,01/01/2014,31/01/2014,1,Jan,38.16,100,2014,Raw milk
3114,SE,29,01/01/2014,31/01/2014,1,Jan,41.87,100,2014,Raw milk
3115,UK,30,01/01/2014,31/01/2014,1,Jan,39.62,100,2014,Raw milk
3116,AT,1,01/12/2013,31/12/2013,12,Dec,42.70,100,2013,Raw milk
3117,BE,2,01/12/2013,31/12/2013,12,Dec,41.87,100,2013,Raw milk
3118,BG,3,01/12/2013,31/12/2013,12,Dec,36.46,100,2013,Raw milk
3119,HR,4,01/12/2013,31/12/2013,12,Dec,37.76,100,2013,Raw milk
3120,CY,5,01/12/2013,31/12/2013,12,Dec,58.32,100,2013,Raw milk
3121,CZ,6,01/12/2013,31/12/2013,12,Dec,33.57,100,2013,Raw milk
3122,DK,7,01/12/2013,31/12/2013,12,Dec,43.50,100,2013,Raw milk
3123,EE,8,01/12/2013,31/12/2013,12,Dec,37.50,100,2013,Raw milk
3124,EU-UK,9,01/12/2013,31/12/2013,12,Dec,40.27,100,2013,Raw milk
3125,EU+UK,10,01/12/2013,31/12/2013,12,Dec,40.21,100,2013,Raw milk
3126,FI,11,01/12/2013,31/12/2013,12,Dec,48.57,100,2013,Raw milk
3127,FR,12,01/12/2013,31/12/2013,12,Dec,37.20,100,2013,Raw milk
3128,DE,13,01/12/2013,31/12/2013,12,Dec,42.24,100,2013,Raw milk
3129,EL,14,01/12/2013,31/12/2013,12,Dec,45.11,100,2013,Raw milk
3130,HU,15,01/12/2013,31/12/2013,12,Dec,35.30,100,2013,Raw milk
3131,IE,16,01/12/2013,31/12/2013,12,Dec,42.63,100,2013,Raw milk
3132,IT,17,01/12/2013,31/12/2013,12,Dec,40.09,100,2013,Raw milk
3133,LV,18,01/12/2013,31/12/2013,12,Dec,33.60,100,2013,Raw milk
3134,LT,19,01/12/2013,31/12/2013,12,Dec,36.27,100,2013,Raw milk
3135,LU,20,01/12/2013,31/12/2013,12,Dec,42.92,100,2013,Raw milk
3136,MT,21,01/12/2013,31/12/2013,12,Dec,49.66,100,2013,Raw milk
3137,NL,22,01/12/2013,31/12/2013,12,Dec,44.00,100,2013,Raw milk
3138,PL,23,01/12/2013,31/12/2013,12,Dec,37.17,100,2013,Raw milk
3139,PT,24,01/12/2013,31/12/2013,12,Dec,37.03,100,2013,Raw milk
3140,RO,25,01/12/2013,31/12/2013,12,Dec,33.78,100,2013,Raw milk
3141,SK,26,01/12/2013,31/12/2013,12,Dec,35.55,100,2013,Raw milk
3142,SI,27,01/12/2013,31/12/2013,12,Dec,36.12,100,2013,Raw milk
3143,ES,28,01/12/2013,31/12/2013,12,Dec,38.25,100,2013,Raw milk
3144,SE,29,01/12/2013,31/12/2013,12,Dec,41.97,100,2013,Raw milk
3145,UK,30,01/12/2013,31/12/2013,12,Dec,39.70,100,2013,Raw milk
3146,AT,1,01/11/2013,30/11/2013,11,Nov,41.95,100,2013,Raw milk
3147,BE,2,01/11/2013,30/11/2013,11,Nov,41.85,100,2013,Raw milk
3148,BG,3,01/11/2013,30/11/2013,11,Nov,35.54,100,2013,Raw milk
3149,HR,4,01/11/2013,30/11/2013,11,Nov,37.04,100,2013,Raw milk
3150,CY,5,01/11/2013,30/11/2013,11,Nov,58.18,100,2013,Raw milk
3151,CZ,6,01/11/2013,30/11/2013,11,Nov,33.57,100,2013,Raw milk
3152,DK,7,01/11/2013,30/11/2013,11,Nov,43.50,100,2013,Raw milk
3153,EE,8,01/11/2013,30/11/2013,11,Nov,35.40,100,2013,Raw milk
3154,EU-UK,9,01/11/2013,30/11/2013,11,Nov,40.23,100,2013,Raw milk
3155,EU+UK,10,01/11/2013,30/11/2013,11,Nov,40.21,100,2013,Raw milk
3156,FI,11,01/11/2013,30/11/2013,11,Nov,47.86,100,2013,Raw milk
3157,FR,12,01/11/2013,30/11/2013,11,Nov,36.99,100,2013,Raw milk
3158,DE,13,01/11/2013,30/11/2013,11,Nov,42.46,100,2013,Raw milk
3159,EL,14,01/11/2013,30/11/2013,11,Nov,44.95,100,2013,Raw milk
3160,HU,15,01/11/2013,30/11/2013,11,Nov,35.04,100,2013,Raw milk
3161,IE,16,01/11/2013,30/11/2013,11,Nov,44.87,100,2013,Raw milk
3162,IT,17,01/11/2013,30/11/2013,11,Nov,40.06,100,2013,Raw milk
3163,LV,18,01/11/2013,30/11/2013,11,Nov,33.18,100,2013,Raw milk
3164,LT,19,01/11/2013,30/11/2013,11,Nov,36.31,100,2013,Raw milk
3165,LU,20,01/11/2013,30/11/2013,11,Nov,40.99,100,2013,Raw milk
3166,MT,21,01/11/2013,30/11/2013,11,Nov,49.66,100,2013,Raw milk
3167,NL,22,01/11/2013,30/11/2013,11,Nov,44.00,100,2013,Raw milk
3168,PL,23,01/11/2013,30/11/2013,11,Nov,36.55,100,2013,Raw milk
3169,PT,24,01/11/2013,30/11/2013,11,Nov,36.46,100,2013,Raw milk
3170,SK,26,01/11/2013,30/11/2013,11,Nov,35.03,100,2013,Raw milk
3171,SI,27,01/11/2013,30/11/2013,11,Nov,35.23,100,2013,Raw milk
3172,ES,28,01/11/2013,30/11/2013,11,Nov,37.67,100,2013,Raw milk
3173,SE,29,01/11/2013,30/11/2013,11,Nov,42.37,100,2013,Raw milk
3174,UK,30,01/11/2013,30/11/2013,11,Nov,40.01,100,2013,Raw milk
3175,AT,1,01/10/2013,31/10/2013,10,Oct,40.35,100,2013,Raw milk
3176,BE,2,01/10/2013,31/10/2013,10,Oct,40.76,100,2013,Raw milk
3177,BG,3,01/10/2013,31/10/2013,10,Oct,35.05,100,2013,Raw milk
3178,HR,4,01/10/2013,31/10/2013,10,Oct,36.49,100,2013,Raw milk
3179,CY,5,01/10/2013,31/10/2013,10,Oct,58.39,100,2013,Raw milk
3180,CZ,6,01/10/2013,31/10/2013,10,Oct,35.06,100,2013,Raw milk
3181,DK,7,01/10/2013,31/10/2013,10,Oct,42.50,100,2013,Raw milk
3182,EE,8,01/10/2013,31/10/2013,10,Oct,34.60,100,2013,Raw milk
3183,EU-UK,9,01/10/2013,31/10/2013,10,Oct,39.50,100,2013,Raw milk
3184,EU+UK,10,01/10/2013,31/10/2013,10,Oct,39.40,100,2013,Raw milk
3185,FI,11,01/10/2013,31/10/2013,10,Oct,49.50,100,2013,Raw milk
3186,FR,12,01/10/2013,31/10/2013,10,Oct,36.60,100,2013,Raw milk
3187,DE,13,01/10/2013,31/10/2013,10,Oct,41.74,100,2013,Raw milk
3188,EL,14,01/10/2013,31/10/2013,10,Oct,44.90,100,2013,Raw milk
3189,HU,15,01/10/2013,31/10/2013,10,Oct,34.82,100,2013,Raw milk
3190,IE,16,01/10/2013,31/10/2013,10,Oct,44.77,100,2013,Raw milk
3191,IT,17,01/10/2013,31/10/2013,10,Oct,39.92,100,2013,Raw milk
3192,LV,18,01/10/2013,31/10/2013,10,Oct,32.57,100,2013,Raw milk
3193,LT,19,01/10/2013,31/10/2013,10,Oct,36.45,100,2013,Raw milk
3194,LU,20,01/10/2013,31/10/2013,10,Oct,40.08,100,2013,Raw milk
3195,MT,21,01/10/2013,31/10/2013,10,Oct,51.24,100,2013,Raw milk
3196,NL,22,01/10/2013,31/10/2013,10,Oct,42.25,100,2013,Raw milk
3197,PL,23,01/10/2013,31/10/2013,10,Oct,34.07,100,2013,Raw milk
3198,PT,24,01/10/2013,31/10/2013,10,Oct,35.49,100,2013,Raw milk
3199,RO,25,01/10/2013,31/10/2013,10,Oct,31.25,100,2013,Raw milk
3200,SK,26,01/10/2013,31/10/2013,10,Oct,34.41,100,2013,Raw milk
3201,SI,27,01/10/2013,31/10/2013,10,Oct,34.53,100,2013,Raw milk
3202,ES,28,01/10/2013,31/10/2013,10,Oct,36.99,100,2013,Raw milk
3203,SE,29,01/10/2013,31/10/2013,10,Oct,42.45,100,2013,Raw milk
3204,UK,30,01/10/2013,31/10/2013,10,Oct,38.54,100,2013,Raw milk
3205,AT,1,01/09/2013,30/09/2013,9,Sep,38.86,100,2013,Raw milk
3206,BE,2,01/09/2013,30/09/2013,9,Sep,39.58,100,2013,Raw milk
3207,BG,3,01/09/2013,30/09/2013,9,Sep,33.78,100,2013,Raw milk
3208,HR,4,01/09/2013,30/09/2013,9,Sep,36.02,100,2013,Raw milk
3209,CY,5,01/09/2013,30/09/2013,9,Sep,57.07,100,2013,Raw milk
3210,CZ,6,01/09/2013,30/09/2013,9,Sep,33.94,100,2013,Raw milk
3211,DK,7,01/09/2013,30/09/2013,9,Sep,40.50,100,2013,Raw milk
3212,EE,8,01/09/2013,30/09/2013,9,Sep,34.49,100,2013,Raw milk
3213,EU-UK,9,01/09/2013,30/09/2013,9,Sep,38.49,100,2013,Raw milk
3214,EU+UK,10,01/09/2013,30/09/2013,9,Sep,38.44,100,2013,Raw milk
3215,FI,11,01/09/2013,30/09/2013,9,Sep,48.66,100,2013,Raw milk
3216,FR,12,01/09/2013,30/09/2013,9,Sep,37.08,100,2013,Raw milk
3217,DE,13,01/09/2013,30/09/2013,9,Sep,40.00,100,2013,Raw milk
3218,EL,14,01/09/2013,30/09/2013,9,Sep,44.05,100,2013,Raw milk
3219,HU,15,01/09/2013,30/09/2013,9,Sep,32.98,100,2013,Raw milk
3220,IE,16,01/09/2013,30/09/2013,9,Sep,42.34,100,2013,Raw milk
3221,IT,17,01/09/2013,30/09/2013,9,Sep,39.82,100,2013,Raw milk
3222,LV,18,01/09/2013,30/09/2013,9,Sep,31.47,100,2013,Raw milk
3223,LT,19,01/09/2013,30/09/2013,9,Sep,33.82,100,2013,Raw milk
3224,LU,20,01/09/2013,30/09/2013,9,Sep,38.38,100,2013,Raw milk
3225,MT,21,01/09/2013,30/09/2013,9,Sep,52.33,100,2013,Raw milk
3226,NL,22,01/09/2013,30/09/2013,9,Sep,41.50,100,2013,Raw milk
3227,PL,23,01/09/2013,30/09/2013,9,Sep,32.64,100,2013,Raw milk
3228,PT,24,01/09/2013,30/09/2013,9,Sep,35.32,100,2013,Raw milk
3229,SK,26,01/09/2013,30/09/2013,9,Sep,33.30,100,2013,Raw milk
3230,SI,27,01/09/2013,30/09/2013,9,Sep,33.05,100,2013,Raw milk
3231,ES,28,01/09/2013,30/09/2013,9,Sep,34.95,100,2013,Raw milk
3232,SE,29,01/09/2013,30/09/2013,9,Sep,41.00,100,2013,Raw milk
3233,UK,30,01/09/2013,30/09/2013,9,Sep,38.00,100,2013,Raw milk
3234,AT,1,01/08/2013,31/08/2013,8,Aug,37.52,100,2013,Raw milk
3235,BE,2,01/08/2013,31/08/2013,8,Aug,37.26,100,2013,Raw milk
3236,BG,3,01/08/2013,31/08/2013,8,Aug,33.26,100,2013,Raw milk
3237,HR,4,01/08/2013,31/08/2013,8,Aug,34.35,100,2013,Raw milk
3238,CY,5,01/08/2013,31/08/2013,8,Aug,56.23,100,2013,Raw milk
3239,CZ,6,01/08/2013,31/08/2013,8,Aug,32.79,100,2013,Raw milk
3240,DK,7,01/08/2013,31/08/2013,8,Aug,38.00,100,2013,Raw milk
3241,EE,8,01/08/2013,31/08/2013,8,Aug,33.32,100,2013,Raw milk
3242,EU-UK,9,01/08/2013,31/08/2013,8,Aug,36.94,100,2013,Raw milk
3243,EU+UK,10,01/08/2013,31/08/2013,8,Aug,36.86,100,2013,Raw milk
3244,FI,11,01/08/2013,31/08/2013,8,Aug,47.97,100,2013,Raw milk
3245,FR,12,01/08/2013,31/08/2013,8,Aug,36.32,100,2013,Raw milk
3246,DE,13,01/08/2013,31/08/2013,8,Aug,37.70,100,2013,Raw milk
3247,EL,14,01/08/2013,31/08/2013,8,Aug,44.51,100,2013,Raw milk
3248,HU,15,01/08/2013,31/08/2013,8,Aug,31.55,100,2013,Raw milk
3249,IE,16,01/08/2013,31/08/2013,8,Aug,39.33,100,2013,Raw milk
3250,IT,17,01/08/2013,31/08/2013,8,Aug,39.52,100,2013,Raw milk
3251,LV,18,01/08/2013,31/08/2013,8,Aug,30.20,100,2013,Raw milk
3252,LT,19,01/08/2013,31/08/2013,8,Aug,30.41,100,2013,Raw milk
3253,LU,20,01/08/2013,31/08/2013,8,Aug,36.03,100,2013,Raw milk
3254,MT,21,01/08/2013,31/08/2013,8,Aug,53.62,100,2013,Raw milk
3255,NL,22,01/08/2013,31/08/2013,8,Aug,40.00,100,2013,Raw milk
3256,PL,23,01/08/2013,31/08/2013,8,Aug,31.17,100,2013,Raw milk
3257,PT,24,01/08/2013,31/08/2013,8,Aug,32.71,100,2013,Raw milk
3258,RO,25,01/08/2013,31/08/2013,8,Aug,27.77,100,2013,Raw milk
3259,SK,26,01/08/2013,31/08/2013,8,Aug,32.28,100,2013,Raw milk
3260,SI,27,01/08/2013,31/08/2013,8,Aug,31.68,100,2013,Raw milk
3261,ES,28,01/08/2013,31/08/2013,8,Aug,33.88,100,2013,Raw milk
3262,SE,29,01/08/2013,31/08/2013,8,Aug,39.05,100,2013,Raw milk
3263,UK,30,01/08/2013,31/08/2013,8,Aug,36.12,100,2013,Raw milk
3264,AT,1,01/07/2013,31/07/2013,7,Jul,36.49,100,2013,Raw milk
3265,BE,2,01/07/2013,31/07/2013,7,Jul,35.97,100,2013,Raw milk
3266,BG,3,01/07/2013,31/07/2013,7,Jul,32.76,100,2013,Raw milk
3267,HR,4,01/07/2013,31/07/2013,7,Jul,34.54,100,2013,Raw milk
3268,CY,5,01/07/2013,31/07/2013,7,Jul,56.34,100,2013,Raw milk
3269,CZ,6,01/07/2013,31/07/2013,7,Jul,32.23,100,2013,Raw milk
3270,DK,7,01/07/2013,31/07/2013,7,Jul,38.00,100,2013,Raw milk
3271,EE,8,01/07/2013,31/07/2013,7,Jul,33.08,100,2013,Raw milk
3272,EU-UK,9,01/07/2013,31/07/2013,7,Jul,36.42,100,2013,Raw milk
3273,EU+UK,10,01/07/2013,31/07/2013,7,Jul,36.31,100,2013,Raw milk
3274,FI,11,01/07/2013,31/07/2013,7,Jul,44.17,100,2013,Raw milk
3275,FR,12,01/07/2013,31/07/2013,7,Jul,36.09,100,2013,Raw milk
3276,DE,13,01/07/2013,31/07/2013,7,Jul,37.56,100,2013,Raw milk
3277,EL,14,01/07/2013,31/07/2013,7,Jul,44.02,100,2013,Raw milk
3278,HU,15,01/07/2013,31/07/2013,7,Jul,31.54,100,2013,Raw milk
3279,IE,16,01/07/2013,31/07/2013,7,Jul,36.81,100,2013,Raw milk
3280,IT,17,01/07/2013,31/07/2013,7,Jul,38.53,100,2013,Raw milk
3281,LV,18,01/07/2013,31/07/2013,7,Jul,29.49,100,2013,Raw milk
3282,LT,19,01/07/2013,31/07/2013,7,Jul,29.25,100,2013,Raw milk
3283,LU,20,01/07/2013,31/07/2013,7,Jul,35.23,100,2013,Raw milk
3284,MT,21,01/07/2013,31/07/2013,7,Jul,56.07,100,2013,Raw milk
3285,NL,22,01/07/2013,31/07/2013,7,Jul,40.00,100,2013,Raw milk
3286,PL,23,01/07/2013,31/07/2013,7,Jul,30.21,100,2013,Raw milk
3287,PT,24,01/07/2013,31/07/2013,7,Jul,32.51,100,2013,Raw milk
3288,RO,25,01/07/2013,31/07/2013,7,Jul,27.81,100,2013,Raw milk
3289,SK,26,01/07/2013,31/07/2013,7,Jul,32.02,100,2013,Raw milk
3290,SI,27,01/07/2013,31/07/2013,7,Jul,31.23,100,2013,Raw milk
3291,ES,28,01/07/2013,31/07/2013,7,Jul,33.59,100,2013,Raw milk
3292,SE,29,01/07/2013,31/07/2013,7,Jul,39.15,100,2013,Raw milk
3293,UK,30,01/07/2013,31/07/2013,7,Jul,35.30,100,2013,Raw milk
3294,AT,1,01/06/2013,30/06/2013,6,Jun,36.20,100,2013,Raw milk
3295,BE,2,01/06/2013,30/06/2013,6,Jun,36.13,100,2013,Raw milk
3296,CY,5,01/06/2013,30/06/2013,6,Jun,56.80,100,2013,Raw milk
3297,CZ,6,01/06/2013,30/06/2013,6,Jun,32.02,100,2013,Raw milk
3298,DK,7,01/06/2013,30/06/2013,6,Jun,38.00,100,2013,Raw milk
3299,EE,8,01/06/2013,30/06/2013,6,Jun,32.79,100,2013,Raw milk
3300,EU-UK,9,01/06/2013,30/06/2013,6,Jun,35.63,100,2013,Raw milk
3301,EU+UK,10,01/06/2013,30/06/2013,6,Jun,35.68,100,2013,Raw milk
3302,FI,11,01/06/2013,30/06/2013,6,Jun,44.35,100,2013,Raw milk
3303,FR,12,01/06/2013,30/06/2013,6,Jun,34.51,100,2013,Raw milk
3304,DE,13,01/06/2013,30/06/2013,6,Jun,36.10,100,2013,Raw milk
3305,EL,14,01/06/2013,30/06/2013,6,Jun,43.53,100,2013,Raw milk
3306,HU,15,01/06/2013,30/06/2013,6,Jun,31.32,100,2013,Raw milk
3307,IE,16,01/06/2013,30/06/2013,6,Jun,37.10,100,2013,Raw milk
3308,IT,17,01/06/2013,30/06/2013,6,Jun,38.32,100,2013,Raw milk
3309,LV,18,01/06/2013,30/06/2013,6,Jun,29.38,100,2013,Raw milk
3310,LT,19,01/06/2013,30/06/2013,6,Jun,28.59,100,2013,Raw milk
3311,LU,20,01/06/2013,30/06/2013,6,Jun,35.41,100,2013,Raw milk
3312,MT,21,01/06/2013,30/06/2013,6,Jun,54.91,100,2013,Raw milk
3313,NL,22,01/06/2013,30/06/2013,6,Jun,40.00,100,2013,Raw milk
3314,PL,23,01/06/2013,30/06/2013,6,Jun,29.48,100,2013,Raw milk
3315,PT,24,01/06/2013,30/06/2013,6,Jun,32.49,100,2013,Raw milk
3316,RO,25,01/06/2013,30/06/2013,6,Jun,27.12,100,2013,Raw milk
3317,SK,26,01/06/2013,30/06/2013,6,Jun,31.72,100,2013,Raw milk
3318,SI,27,01/06/2013,30/06/2013,6,Jun,31.14,100,2013,Raw milk
3319,ES,28,01/06/2013,30/06/2013,6,Jun,32.91,100,2013,Raw milk
3320,SE,29,01/06/2013,30/06/2013,6,Jun,39.32,100,2013,Raw milk
3321,UK,30,01/06/2013,30/06/2013,6,Jun,36.13,100,2013,Raw milk
3322,AT,1,01/05/2013,31/05/2013,5,May,35.93,100,2013,Raw milk
3323,BE,2,01/05/2013,31/05/2013,5,May,35.71,100,2013,Raw milk
3324,BG,3,01/05/2013,31/05/2013,5,May,33.04,100,2013,Raw milk
3325,CY,5,01/05/2013,31/05/2013,5,May,56.80,100,2013,Raw milk
3326,CZ,6,01/05/2013,31/05/2013,5,May,32.03,100,2013,Raw milk
3327,DK,7,01/05/2013,31/05/2013,5,May,36.50,100,2013,Raw milk
3328,EE,8,01/05/2013,31/05/2013,5,May,32.65,100,2013,Raw milk
3329,EU-UK,9,01/05/2013,31/05/2013,5,May,34.26,100,2013,Raw milk
3330,EU+UK,10,01/05/2013,31/05/2013,5,May,34.25,100,2013,Raw milk
3331,FI,11,01/05/2013,31/05/2013,5,May,43.04,100,2013,Raw milk
3332,FR,12,01/05/2013,31/05/2013,5,May,31.98,100,2013,Raw milk
3333,DE,13,01/05/2013,31/05/2013,5,May,32.99,100,2013,Raw milk
3334,EL,14,01/05/2013,31/05/2013,5,May,43.59,100,2013,Raw milk
3335,HU,15,01/05/2013,31/05/2013,5,May,31.38,100,2013,Raw milk
3336,IE,16,01/05/2013,31/05/2013,5,May,36.22,100,2013,Raw milk
3337,IT,17,01/05/2013,31/05/2013,5,May,38.16,100,2013,Raw milk
3338,LV,18,01/05/2013,31/05/2013,5,May,29.67,100,2013,Raw milk
3339,LT,19,01/05/2013,31/05/2013,5,May,28.82,100,2013,Raw milk
3340,LU,20,01/05/2013,31/05/2013,5,May,34.40,100,2013,Raw milk
3341,MT,21,01/05/2013,31/05/2013,5,May,52.72,100,2013,Raw milk
3342,NL,22,01/05/2013,31/05/2013,5,May,39.50,100,2013,Raw milk
3343,PL,23,01/05/2013,31/05/2013,5,May,30.03,100,2013,Raw milk
3344,PT,24,01/05/2013,31/05/2013,5,May,31.60,100,2013,Raw milk
3345,RO,25,01/05/2013,31/05/2013,5,May,28.92,100,2013,Raw milk
3346,SK,26,01/05/2013,31/05/2013,5,May,31.54,100,2013,Raw milk
3347,SI,27,01/05/2013,31/05/2013,5,May,31.12,100,2013,Raw milk
3348,ES,28,01/05/2013,31/05/2013,5,May,32.62,100,2013,Raw milk
3349,SE,29,01/05/2013,31/05/2013,5,May,38.63,100,2013,Raw milk
3350,UK,30,01/05/2013,31/05/2013,5,May,34.15,100,2013,Raw milk
3351,AT,1,01/04/2013,30/04/2013,4,Apr,35.34,100,2013,Raw milk
3352,BE,2,01/04/2013,30/04/2013,4,Apr,35.21,100,2013,Raw milk
3353,BG,3,01/04/2013,30/04/2013,4,Apr,33.70,100,2013,Raw milk
3354,CY,5,01/04/2013,30/04/2013,4,Apr,57.60,100,2013,Raw milk
3355,CZ,6,01/04/2013,30/04/2013,4,Apr,31.80,100,2013,Raw milk
3356,DK,7,01/04/2013,30/04/2013,4,Apr,36.00,100,2013,Raw milk
3357,EE,8,01/04/2013,30/04/2013,4,Apr,32.54,100,2013,Raw milk
3358,EU-UK,9,01/04/2013,30/04/2013,4,Apr,34.16,100,2013,Raw milk
3359,EU+UK,10,01/04/2013,30/04/2013,4,Apr,34.19,100,2013,Raw milk
3360,FI,11,01/04/2013,30/04/2013,4,Apr,43.47,100,2013,Raw milk
3361,FR,12,01/04/2013,30/04/2013,4,Apr,31.23,100,2013,Raw milk
3362,DE,13,01/04/2013,30/04/2013,4,Apr,34.65,100,2013,Raw milk
3363,EL,14,01/04/2013,30/04/2013,4,Apr,44.05,100,2013,Raw milk
3364,HU,15,01/04/2013,30/04/2013,4,Apr,30.87,100,2013,Raw milk
3365,IE,16,01/04/2013,30/04/2013,4,Apr,34.48,100,2013,Raw milk
3366,IT,17,01/04/2013,30/04/2013,4,Apr,37.95,100,2013,Raw milk
3367,LV,18,01/04/2013,30/04/2013,4,Apr,29.62,100,2013,Raw milk
3368,LT,19,01/04/2013,30/04/2013,4,Apr,28.93,100,2013,Raw milk
3369,LU,20,01/04/2013,30/04/2013,4,Apr,33.92,100,2013,Raw milk
3370,MT,21,01/04/2013,30/04/2013,4,Apr,51.92,100,2013,Raw milk
3371,NL,22,01/04/2013,30/04/2013,4,Apr,37.00,100,2013,Raw milk
3372,PL,23,01/04/2013,30/04/2013,4,Apr,30.26,100,2013,Raw milk
3373,PT,24,01/04/2013,30/04/2013,4,Apr,32.95,100,2013,Raw milk
3374,RO,25,01/04/2013,30/04/2013,4,Apr,29.22,100,2013,Raw milk
3375,SK,26,01/04/2013,30/04/2013,4,Apr,31.78,100,2013,Raw milk
3376,SI,27,01/04/2013,30/04/2013,4,Apr,31.10,100,2013,Raw milk
3377,ES,28,01/04/2013,30/04/2013,4,Apr,32.62,100,2013,Raw milk
3378,SE,29,01/04/2013,30/04/2013,4,Apr,38.28,100,2013,Raw milk
3379,UK,30,01/04/2013,30/04/2013,4,Apr,34.39,100,2013,Raw milk
3380,AT,1,01/03/2013,31/03/2013,3,Mar,35.63,100,2013,Raw milk
3381,BE,2,01/03/2013,31/03/2013,3,Mar,34.37,100,2013,Raw milk
3382,BG,3,01/03/2013,31/03/2013,3,Mar,33.68,100,2013,Raw milk
3383,CY,5,01/03/2013,31/03/2013,3,Mar,57.83,100,2013,Raw milk
3384,CZ,6,01/03/2013,31/03/2013,3,Mar,31.75,100,2013,Raw milk
3385,DK,7,01/03/2013,31/03/2013,3,Mar,36.00,100,2013,Raw milk
3386,EE,8,01/03/2013,31/03/2013,3,Mar,32.97,100,2013,Raw milk
3387,EU-UK,9,01/03/2013,31/03/2013,3,Mar,34.08,100,2013,Raw milk
3388,EU+UK,10,01/03/2013,31/03/2013,3,Mar,34.07,100,2013,Raw milk
3389,FI,11,01/03/2013,31/03/2013,3,Mar,43.36,100,2013,Raw milk
3390,FR,12,01/03/2013,31/03/2013,3,Mar,32.11,100,2013,Raw milk
3391,DE,13,01/03/2013,31/03/2013,3,Mar,34.68,100,2013,Raw milk
3392,EL,14,01/03/2013,31/03/2013,3,Mar,44.35,100,2013,Raw milk
3393,HU,15,01/03/2013,31/03/2013,3,Mar,30.56,100,2013,Raw milk
3394,IE,16,01/03/2013,31/03/2013,3,Mar,34.09,100,2013,Raw milk
3395,IT,17,01/03/2013,31/03/2013,3,Mar,37.84,100,2013,Raw milk
3396,LV,18,01/03/2013,31/03/2013,3,Mar,29.45,100,2013,Raw milk
3397,LT,19,01/03/2013,31/03/2013,3,Mar,30.47,100,2013,Raw milk
3398,LU,20,01/03/2013,31/03/2013,3,Mar,34.00,100,2013,Raw milk
3399,MT,21,01/03/2013,31/03/2013,3,Mar,52.16,100,2013,Raw milk
3400,NL,22,01/03/2013,31/03/2013,3,Mar,34.50,100,2013,Raw milk
3401,PL,23,01/03/2013,31/03/2013,3,Mar,30.02,100,2013,Raw milk
3402,PT,24,01/03/2013,31/03/2013,3,Mar,32.00,100,2013,Raw milk
